current_path	artifact_kind	owner_domain	proposed_target	disposition	stability
scripts/lib/pmctl-backlog.sh	sourced-lib	shared-runtime	runtime/lib/pmctl-backlog.sh	move-then-remove	internal
scripts/lib/pmctl-config.sh	sourced-lib	shared-runtime	runtime/lib/pmctl-config.sh	move-then-remove	internal
scripts/lib/pmctl-context.sh	sourced-lib	shared-runtime	runtime/lib/pmctl-context.sh	move-then-remove	internal
scripts/lib/pmctl-decision.sh	sourced-lib	shared-runtime	runtime/lib/pmctl-decision.sh	move-then-remove	internal
scripts/lib/pmctl-dispatch.sh	sourced-lib	shared-runtime	runtime/lib/pmctl-dispatch.sh	move-then-remove	internal
scripts/lib/pmctl-fs.sh	sourced-lib	shared-runtime	runtime/lib/pmctl-fs.sh	move-then-remove	internal
scripts/lib/pmctl-gate.sh	sourced-lib	shared-runtime	runtime/lib/pmctl-gate.sh	move-then-remove	internal
scripts/lib/pmctl-guard.sh	sourced-lib	shared-runtime	runtime/lib/pmctl-guard.sh	move-then-remove	internal
scripts/lib/pmctl-memory-config.sh	sourced-lib	shared-runtime	runtime/lib/pmctl-memory-config.sh	move-then-remove	internal
scripts/lib/pmctl-memory.sh	sourced-lib	shared-runtime	runtime/lib/pmctl-memory.sh	move-then-remove	internal
scripts/lib/pmctl-pm.sh	sourced-lib	shared-runtime	runtime/lib/pmctl-pm.sh	move-then-remove	internal
scripts/lib/pmctl-policy.sh	sourced-lib	shared-runtime	runtime/lib/pmctl-policy.sh	move-then-remove	internal
scripts/lib/pmctl-pre-release.sh	sourced-lib	shared-runtime	runtime/lib/pmctl-pre-release.sh	move-then-remove	internal
scripts/lib/pmctl-safe.sh	sourced-lib	shared-runtime	runtime/lib/pmctl-safe.sh	move-then-remove	internal
scripts/lib/pmctl-ship-parallel.sh	sourced-lib	shared-runtime	runtime/lib/pmctl-ship-parallel.sh	move-then-remove	internal
scripts/lib/pmctl-ship.sh	sourced-lib	shared-runtime	runtime/lib/pmctl-ship.sh	move-then-remove	internal
scripts/lib/pmctl-task.sh	sourced-lib	shared-runtime	runtime/lib/pmctl-task.sh	move-then-remove	internal
scripts/lib/pmctl-trace.sh	sourced-lib	shared-runtime	runtime/lib/pmctl-trace.sh	move-then-remove	internal
scripts/lib/pmctl-validate.sh	sourced-lib	shared-runtime	runtime/lib/pmctl-validate.sh	move-then-remove	internal
scripts/lib/pmctl-worktree.sh	sourced-lib	shared-runtime	runtime/lib/pmctl-worktree.sh	move-then-remove	internal
scripts/lib/portable.sh	sourced-lib	shared-runtime	runtime/lib/portable.sh	move-then-remove	internal
scripts/lib/reasoning-effort.sh	sourced-lib	shared-runtime	runtime/lib/reasoning-effort.sh	move-then-remove	internal
scripts/lib/runner-kind.sh	sourced-lib	shared-runtime	runtime/lib/runner-kind.sh	move-then-remove	internal
scripts/lib/state-paths.sh	sourced-lib	shared-runtime	runtime/lib/state-paths.sh	move-then-remove	internal
scripts/lib/state-writer.sh	sourced-lib	shared-runtime	runtime/lib/state-writer.sh	move-then-remove	internal
scripts/lib/test-harness.sh	sourced-lib	test-harness	tests/lib/test-harness.sh	move-then-remove	internal
scripts/lib/test-memory-config-fixtures.sh	sourced-lib	test-harness	tests/lib/test-memory-config-fixtures.sh	move-then-remove	internal
scripts/lib/test-result.sh	sourced-lib	test-harness	tests/lib/test-result.sh	move-then-remove	internal
scripts/lib/test-suite-runner.sh	sourced-lib	test-harness	tests/lib/test-suite-runner.sh	move-then-remove	internal
scripts/lib/timeout-resolve.sh	sourced-lib	shared-runtime	runtime/lib/timeout-resolve.sh	move-then-remove	internal
scripts/lint-agents.sh	executable	tooling-lint	tools/lint/lint-agents.sh	move-then-remove	internal
scripts/lint-frontmatter.sh	executable	tooling-lint	tools/lint/lint-frontmatter.sh	move-then-remove	internal
scripts/lint-model-aliases.sh	executable	tooling-lint	tools/lint/lint-model-aliases.sh	move-then-remove	internal
scripts/lint-script-domain-inventory.sh	executable	tooling-lint	tools/lint/lint-script-domain-inventory.sh	move-then-remove	internal
scripts/lint-scripts.sh	executable	tooling-lint	tools/lint/lint-scripts.sh	move-then-remove	internal
scripts/lint-test-docstrings.sh	executable	tooling-lint	tools/lint/lint-test-docstrings.sh	move-then-remove	internal
scripts/log-usage.sh	executable	ops-usage	ops/usage/log-usage.sh	move-with-shim	installed
scripts/migrate-routing-log.sh	executable	ops-migration	ops/migrations/migrate-routing-log.sh	move-then-remove	internal
scripts/migrate-routing-to-events.sh	executable	ops-migration	ops/migrations/migrate-routing-to-events.sh	move-then-remove	internal
scripts/patch-gitignore.sh	executable	ops-setup	ops/setup/patch-gitignore.sh	move-with-shim	installed
scripts/pm-prep-snapshot.sh	executable	shared-runtime	runtime/bin/pm-prep-snapshot.sh	move-then-remove	internal
scripts/pr-gate.sh	executable	shared-runtime	runtime/bin/pr-gate.sh	move-with-shim	installed
scripts/release-verify.sh	executable	ops-release	ops/release/release-verify.sh	move-with-shim	maintainer
scripts/run-all-tests.sh	executable	test-harness	tests/bin/run-all-tests.sh	move-with-shim	maintainer
scripts/run-tests.sh	executable	test-harness	tests/bin/run-tests.sh	move-with-shim	maintainer
scripts/setup-project.sh	executable	ops-setup	ops/setup/setup-project.sh	move-with-shim	installed
scripts/skill-refine.sh	executable	tooling-skill	tools/skills/skill-refine.sh	move-then-remove	internal
scripts/test-archive-closed-backlog.sh	executable	test-harness	tests/shell/test-archive-closed-backlog.sh	move-then-remove	internal
scripts/test-brief-validate.sh	executable	test-harness	tests/shell/test-brief-validate.sh	move-then-remove	internal
scripts/test-check-docs-freshness.sh	executable	test-harness	tests/shell/test-check-docs-freshness.sh	move-then-remove	internal
scripts/test-claude-dispatch.sh	executable	test-harness	tests/shell/test-claude-dispatch.sh	move-then-remove	internal
scripts/test-codex-dispatch.sh	executable	test-harness	tests/shell/test-codex-dispatch.sh	move-then-remove	internal
scripts/test-commands-runner.sh	executable	test-harness	tests/shell/test-commands-runner.sh	move-then-remove	internal
scripts/test-commands.sh	executable	test-harness	tests/shell/test-commands.sh	move-then-remove	internal
scripts/test-core-schemas.sh	executable	test-harness	tests/shell/test-core-schemas.sh	move-then-remove	internal
scripts/test-detached-launch.sh	executable	test-harness	tests/shell/test-detached-launch.sh	move-then-remove	internal
scripts/test-dispatch-common.sh	executable	test-harness	tests/shell/test-dispatch-common.sh	move-then-remove	internal
scripts/test-dispatch-handover.sh	executable	test-harness	tests/shell/test-dispatch-handover.sh	move-then-remove	internal
scripts/test-dispatch-lifecycle.sh	executable	test-harness	tests/shell/test-dispatch-lifecycle.sh	move-then-remove	internal
scripts/test-dispatch-post-verify.sh	executable	test-harness	tests/shell/test-dispatch-post-verify.sh	move-then-remove	internal
scripts/test-dispatch-record.sh	executable	test-harness	tests/shell/test-dispatch-record.sh	move-then-remove	internal
scripts/test-doctor.sh	executable	test-harness	tests/shell/test-doctor.sh	move-then-remove	internal
scripts/test-e2e-script.sh	executable	test-harness	tests/shell/test-e2e-script.sh	move-then-remove	internal
scripts/test-e2e.sh	executable	test-harness	tests/shell/test-e2e.sh	move-then-remove	internal
scripts/test-executor-router.sh	executable	test-harness	tests/shell/test-executor-router.sh	move-then-remove	internal
scripts/test-gate-lifecycle.sh	executable	test-harness	tests/shell/test-gate-lifecycle.sh	move-then-remove	internal
scripts/test-guard-framework.sh	executable	test-harness	tests/shell/test-guard-framework.sh	move-then-remove	internal
scripts/test-guards.sh	executable	test-harness	tests/shell/test-guards.sh	move-then-remove	internal
scripts/test-handover-validate.sh	executable	test-harness	tests/shell/test-handover-validate.sh	move-then-remove	internal
scripts/test-hook-profile-parity.sh	executable	test-harness	tests/shell/test-hook-profile-parity.sh	move-then-remove	internal
scripts/test-host-manifest.sh	executable	test-harness	tests/shell/test-host-manifest.sh	move-then-remove	internal
scripts/test-host-write-codex.sh	executable	test-harness	tests/shell/test-host-write-codex.sh	move-then-remove	internal
scripts/test-host-write-opencode.sh	executable	test-harness	tests/shell/test-host-write-opencode.sh	move-then-remove	internal
scripts/test-host-write-parity.sh	executable	test-harness	tests/shell/test-host-write-parity.sh	move-then-remove	internal
scripts/test-install.sh	executable	test-harness	tests/shell/test-install.sh	move-then-remove	internal
scripts/test-layer-boundaries.sh	executable	test-harness	tests/shell/test-layer-boundaries.sh	move-then-remove	internal
scripts/test-lint-frontmatter.sh	executable	test-harness	tests/shell/test-lint-frontmatter.sh	move-then-remove	internal
scripts/test-lint-model-aliases.sh	executable	test-harness	tests/shell/test-lint-model-aliases.sh	move-then-remove	internal
scripts/test-lint-test-docstrings.sh	executable	test-harness	tests/shell/test-lint-test-docstrings.sh	move-then-remove	internal
scripts/test-migrate-routing-log.sh	executable	test-harness	tests/shell/test-migrate-routing-log.sh	move-then-remove	internal
scripts/test-migrate-routing-to-events.sh	executable	test-harness	tests/shell/test-migrate-routing-to-events.sh	move-then-remove	internal
scripts/test-model-aliases.sh	executable	test-harness	tests/shell/test-model-aliases.sh	move-then-remove	internal
scripts/test-opencode-dispatch.sh	executable	test-harness	tests/shell/test-opencode-dispatch.sh	move-then-remove	internal
scripts/test-patch-gitignore.sh	executable	test-harness	tests/shell/test-patch-gitignore.sh	move-then-remove	internal
scripts/test-pm-prep-snapshot.sh	executable	test-harness	tests/shell/test-pm-prep-snapshot.sh	move-then-remove	internal
scripts/test-pmctl-adapter-generate.sh	executable	test-harness	tests/shell/test-pmctl-adapter-generate.sh	move-then-remove	internal
scripts/test-pmctl-artifacts.sh	executable	test-harness	tests/shell/test-pmctl-artifacts.sh	move-then-remove	internal
scripts/test-pmctl-backlog.sh	executable	test-harness	tests/shell/test-pmctl-backlog.sh	move-then-remove	internal
scripts/test-pmctl-context.sh	executable	test-harness	tests/shell/test-pmctl-context.sh	move-then-remove	internal
scripts/test-pmctl-decision.sh	executable	test-harness	tests/shell/test-pmctl-decision.sh	move-then-remove	internal
scripts/test-pmctl-dispatch.sh	executable	test-harness	tests/shell/test-pmctl-dispatch.sh	move-then-remove	internal
scripts/test-pmctl-gate.sh	executable	test-harness	tests/shell/test-pmctl-gate.sh	move-then-remove	internal
scripts/test-pmctl-guard.sh	executable	test-harness	tests/shell/test-pmctl-guard.sh	move-then-remove	internal
scripts/test-pmctl-memory.sh	executable	test-harness	tests/shell/test-pmctl-memory.sh	move-then-remove	internal
scripts/test-pmctl-pm.sh	executable	test-harness	tests/shell/test-pmctl-pm.sh	move-then-remove	internal
scripts/test-pmctl-safe.sh	executable	test-harness	tests/shell/test-pmctl-safe.sh	move-then-remove	internal
scripts/test-pmctl-ship.sh	executable	test-harness	tests/shell/test-pmctl-ship.sh	move-then-remove	internal
scripts/test-pmctl-task.sh	executable	test-harness	tests/shell/test-pmctl-task.sh	move-then-remove	internal
scripts/test-pmctl-trace.sh	executable	test-harness	tests/shell/test-pmctl-trace.sh	move-then-remove	internal
scripts/test-pmctl-validate.sh	executable	test-harness	tests/shell/test-pmctl-validate.sh	move-then-remove	internal
scripts/test-pmctl-worktree.sh	executable	test-harness	tests/shell/test-pmctl-worktree.sh	move-then-remove	internal
scripts/test-portable.sh	executable	test-harness	tests/shell/test-portable.sh	move-then-remove	internal
scripts/test-pr-gate-profile.sh	executable	test-harness	tests/shell/test-pr-gate-profile.sh	move-then-remove	internal
scripts/test-pr-gate.sh	executable	test-harness	tests/shell/test-pr-gate.sh	move-then-remove	internal
scripts/test-pre-release.sh	executable	test-harness	tests/shell/test-pre-release.sh	move-then-remove	internal
scripts/test-reasoning-effort.sh	executable	test-harness	tests/shell/test-reasoning-effort.sh	move-then-remove	internal
scripts/test-release-verify.sh	executable	test-harness	tests/shell/test-release-verify.sh	move-then-remove	internal
scripts/test-run-all-tests.sh	executable	test-harness	tests/shell/test-run-all-tests.sh	move-then-remove	internal
scripts/test-run-tests.sh	executable	test-harness	tests/shell/test-run-tests.sh	move-then-remove	internal
scripts/test-runner-kind.sh	executable	test-harness	tests/shell/test-runner-kind.sh	move-then-remove	internal
scripts/test-schema-task-mirrors-backlog.sh	executable	test-harness	tests/shell/test-schema-task-mirrors-backlog.sh	move-then-remove	internal
scripts/test-script-domain-inventory.sh	executable	test-harness	tests/shell/test-script-domain-inventory.sh	move-then-remove	internal
scripts/test-setup-project.sh	executable	test-harness	tests/shell/test-setup-project.sh	move-then-remove	internal
scripts/test-skill-refine.sh	executable	test-harness	tests/shell/test-skill-refine.sh	move-then-remove	internal
scripts/test-state-layout-parity.sh	executable	test-harness	tests/shell/test-state-layout-parity.sh	move-then-remove	internal
scripts/test-state-paths.sh	executable	test-harness	tests/shell/test-state-paths.sh	move-then-remove	internal
scripts/test-state-store-rotation.sh	executable	test-harness	tests/shell/test-state-store-rotation.sh	move-then-remove	internal
scripts/test-state-store.sh	executable	test-harness	tests/shell/test-state-store.sh	move-then-remove	internal
scripts/test-test-harness.sh	executable	test-harness	tests/shell/test-test-harness.sh	move-then-remove	internal
scripts/test-timeout-resolve.sh	executable	test-harness	tests/shell/test-timeout-resolve.sh	move-then-remove	internal
scripts/test-uninstall.sh	executable	test-harness	tests/shell/test-uninstall.sh	move-then-remove	internal
scripts/test-usage-tracker.sh	executable	test-harness	tests/shell/test-usage-tracker.sh	move-then-remove	internal
scripts/test-usage-weekly.sh	executable	test-harness	tests/shell/test-usage-weekly.sh	move-then-remove	internal
scripts/token-usage.sh	executable	ops-usage	ops/usage/token-usage.sh	move-with-shim	installed
scripts/uninstall-guards-codex.sh	executable	host-codex	hosts/codex/bin/uninstall.sh	move-with-shim	compatibility
scripts/uninstall-guards.sh	executable	host-claude	hosts/claude/bin/uninstall-guards.sh	move-with-shim	compatibility
scripts/uninstall-host-opencode.sh	executable	host-opencode	hosts/opencode/bin/uninstall.sh	move-with-shim	compatibility
scripts/usage-weekly.sh	executable	ops-usage	ops/usage/usage-weekly.sh	move-then-remove	internal
